"Site","Large scale","Year","Site or Plot level","PlotID","Date collected","Sample .","Type","Biomass (g)","PlotNum"
"Scatter","S",2006,"Site",,6/27/2006 0:00:00,"3-1","Graminoids",19.83,
"Scatter","S",2006,"Site",,6/27/2006 0:00:00,"3-1","Litter/Moss/Lichen",61.46,
"Scatter","S",2006,"Site",,6/27/2006 0:00:00,"3-1","Shrubs",0.41,
"Scatter","S",2006,"Site",,6/27/2006 0:00:00,"3-2","Forbs",0.99,
"Scatter","S",2006,"Site",,6/27/2006 0:00:00,"3-2","Graminoids",26.66,
"Scatter","S",2006,"Site",,6/27/2006 0:00:00,"3-2","Litter/Moss/Lichen",63.70,
"Weir","S",2006,"Site",,6/29/2006 0:00:00,"1-1","Forbs",1.40,
"Weir","S",2006,"Site",,6/29/2006 0:00:00,"1-1","Graminoids",10.97,
"Weir","S",2006,"Site",,6/29/2006 0:00:00,"1-1","Litter/Moss/Lichen",26.87,
"Weir","S",2006,"Site",,6/29/2006 0:00:00,"1-2","Forbs",4.71,
"Weir","S",2006,"Site",,6/29/2006 0:00:00,"1-2","Graminoids",10.86,
"Weir","S",2006,"Site",,6/29/2006 0:00:00,"1-2","Litter/Moss/Lichen",43.09,
"Weir","S",2006,"Site",,6/29/2006 0:00:00,"2-1","Forbs",13.14,
"Weir","S",2006,"Site",,6/29/2006 0:00:00,"2-1","Graminoids",14.09,
"Weir","S",2006,"Site",,6/29/2006 0:00:00,"2-1","Litter/Moss/Lichen",28.60,
"Weir","S",2006,"Site",,6/29/2006 0:00:00,"2-1","Shrubs",2.00,
"Weir","S",2006,"Site",,6/29/2006 0:00:00,"2-2","Forbs",6.95,
"Weir","S",2006,"Site",,6/29/2006 0:00:00,"2-2","Graminoids",11.30,
"Weir","S",2006,"Site",,6/29/2006 0:00:00,"2-2","Litter/Moss/Lichen",17.69,
"Weir","S",2006,"Site",,6/29/2006 0:00:00,"3-2","Forbs",3.43,
"Weir","S",2006,"Site",,6/29/2006 0:00:00,"3-2","Graminoids",22.15,
"Weir","S",2006,"Site",,6/29/2006 0:00:00,"3-2","Litter/Moss/Lichen",42.10,
"Ausable","S",2007,"Site",,6/12/2007 0:00:00,"1","Forbs",46.50,
"Ausable","S",2007,"Site",,6/12/2007 0:00:00,"1","Graminoids",33.24,
"Ausable","S",2007,"Site",,6/12/2007 0:00:00,"1","Litter/Moss/Lichen",200.62,
"Ausable","S",2007,"Site",,6/12/2007 0:00:00,"2","Forbs",21.58,
"Ausable","S",2007,"Site",,6/12/2007 0:00:00,"2","Graminoids",89.04,
"Ausable","S",2007,"Site",,6/12/2007 0:00:00,"2","Litter/Moss/Lichen",44.60,
"Ausable","S",2007,"Site",,6/12/2007 0:00:00,"3","Forbs",29.24,
"Ausable","S",2007,"Site",,6/12/2007 0:00:00,"3","Graminoids",73.48,
"Ausable","S",2007,"Site",,6/12/2007 0:00:00,"3","Litter/Moss/Lichen",85.30,
"Bellfountain","S",2007,"Site",,6/21/2007 0:00:00,"1","Forbs",16.82,
"Bellfountain","S",2007,"Site",,6/21/2007 0:00:00,"1","Graminoids",54.72,
"Bellfountain","S",2007,"Site",,6/21/2007 0:00:00,"1","Litter/Moss/Lichen",34.36,
"Bellfountain","S",2007,"Site",,6/21/2007 0:00:00,"2","Forbs",5.78,
"Bellfountain","S",2007,"Site",,6/21/2007 0:00:00,"2","Graminoids",54.53,
"Bellfountain","S",2007,"Site",,6/21/2007 0:00:00,"2","Litter/Moss/Lichen",30.68,
"Bellfountain","S",2007,"Site",,6/21/2007 0:00:00,"3","Forbs",22.30,
"Bellfountain","S",2007,"Site",,6/21/2007 0:00:00,"3","Graminoids",32.25,
"Bellfountain","S",2007,"Site",,6/21/2007 0:00:00,"3","Litter/Moss/Lichen",22.85,
"Bellfountain","S",2007,"Site",,6/21/2007 0:00:00,"4","Forbs",35.27,
"Bellfountain","S",2007,"Site",,6/21/2007 0:00:00,"4","Graminoids",47.02,
"Bellfountain","S",2007,"Site",,6/21/2007 0:00:00,"4","Litter/Moss/Lichen",13.10,
"Bellfountain","S",2007,"Site",,6/21/2007 0:00:00,"5","Forbs",13.38,
"Bellfountain","S",2007,"Site",,6/21/2007 0:00:00,"5","Graminoids",58.25,
"Bellfountain","S",2007,"Site",,6/21/2007 0:00:00,"5","Litter/Moss/Lichen",25.55,
"Glacial","S",2007,"Site",,6/15/2007 0:00:00,"1","Forbs",3.52,
"Glacial","S",2007,"Site",,6/15/2007 0:00:00,"1","Graminoids",15.61,
"Glacial","S",2007,"Site",,6/15/2007 0:00:00,"1","Litter/Moss/Lichen",56.07,
"Glacial","S",2007,"Site",,6/12/2007 0:00:00,"2","Forbs",26.54,
"Glacial","S",2007,"Site",,6/12/2007 0:00:00,"2","Graminoids",17.28,
"Glacial","S",2007,"Site",,6/12/2007 0:00:00,"2","Litter/Moss/Lichen",76.12,
"Glacial","S",2007,"Site",,6/12/2007 0:00:00,"3","Forbs",6.30,
"Glacial","S",2007,"Site",,6/12/2007 0:00:00,"3","Graminoids",10.90,
"Glacial","S",2007,"Site",,6/12/2007 0:00:00,"3","Litter/Moss/Lichen",77.00,
"Hoskins","S",2007,"Site",,6/21/2007 0:00:00,"1","Forbs",23.93,
"Hoskins","S",2007,"Site",,6/21/2007 0:00:00,"1","Graminoids",9.12,
"Hoskins","S",2007,"Site",,6/21/2007 0:00:00,"1","Litter/Moss/Lichen",88.78,
"Hoskins","S",2007,"Site",,6/21/2007 0:00:00,"2","Forbs",20.77,
"Hoskins","S",2007,"Site",,6/21/2007 0:00:00,"2","Graminoids",13.75,
"Hoskins","S",2007,"Site",,6/21/2007 0:00:00,"2","Shrubs",10.24,
"Hoskins","S",2007,"Site",,6/21/2007 0:00:00,"2","Litter/Moss/Lichen",28.88,
"Hoskins","S",2007,"Site",,6/21/2007 0:00:00,"2","Shrubs",0.33,
"Hoskins","S",2007,"Site",,6/21/2007 0:00:00,"3","Forbs",31.85,
"Hoskins","S",2007,"Site",,6/21/2007 0:00:00,"3","Graminoids",19.19,
"Hoskins","S",2007,"Site",,6/21/2007 0:00:00,"3","Shrubs",4.19,
"Hoskins","S",2007,"Site",,6/21/2007 0:00:00,"3","Litter/Moss/Lichen",55.71,
"Mima","S",2007,"Site",,6/15/2007 0:00:00,"1","Forbs",23.36,
"Mima","S",2007,"Site",,6/15/2007 0:00:00,"1","Graminoids",35.77,
"Mima","S",2007,"Site",,6/15/2007 0:00:00,"1","Litter/Moss/Lichen",144.92,
"Mima","S",2007,"Site",,6/15/2007 0:00:00,"2","Forbs",14.42,
"Mima","S",2007,"Site",,6/15/2007 0:00:00,"2","Graminoids",11.19,
"Mima","S",2007,"Site",,6/15/2007 0:00:00,"2","Litter/Moss/Lichen",237.58,
"Mima","S",2007,"Site",,6/15/2007 0:00:00,"3","Forbs",22.53,
"Mima","S",2007,"Site",,6/15/2007 0:00:00,"3","Graminoids",14.28,
"Mima","S",2007,"Site",,6/15/2007 0:00:00,"3","Litter/Moss/Lichen",227.69,
"Morgan","S",2007,"Site",,6/15/2007 0:00:00,"1","Fern",0.01,
"Morgan","S",2007,"Site",,6/15/2007 0:00:00,"1","Forbs",18.44,
"Morgan","S",2007,"Site",,6/15/2007 0:00:00,"1","Graminoids",8.07,
"Morgan","S",2007,"Site",,6/15/2007 0:00:00,"1","Litter/Moss/Lichen",111.55,
"Morgan","S",2007,"Site",,6/15/2007 0:00:00,"2","Forbs",12.64,
"Morgan","S",2007,"Site",,6/15/2007 0:00:00,"2","Graminoids",19.94,
"Morgan","S",2007,"Site",,6/15/2007 0:00:00,"2","Litter/Moss/Lichen",161.58,
"Morgan","S",2007,"Site",,6/12/2007 0:00:00,"3","Forbs",18.60,
"Morgan","S",2007,"Site",,6/12/2007 0:00:00,"3","Graminoids",6.94,
"Morgan","S",2007,"Site",,6/12/2007 0:00:00,"3","Litter/Moss/Lichen",438.60,
"Pigeon","S",2007,"Site",,7/23/2007 0:00:00,"1","Forbs",17.10,
"Pigeon","S",2007,"Site",,7/25/2007 0:00:00,"1","Graminoids",126.82,
"Pigeon","S",2007,"Site",,7/24/2007 0:00:00,"1","Litter/Moss/Lichen",39.36,
"Pigeon","S",2007,"Site",,7/30/2007 0:00:00,"2","Forbs",53.09,
"Pigeon","S",2007,"Site",,7/31/2007 0:00:00,"2","Graminoids",51.61,
"Pigeon","S",2007,"Site",,8/1/2007 0:00:00,"2","Litter/Moss/Lichen",20.25,
"Pigeon","S",2007,"Site",,7/27/2007 0:00:00,"3","Forbs",65.73,
"Pigeon","S",2007,"Site",,7/26/2007 0:00:00,"3","Graminoids",54.52,
"Pigeon","S",2007,"Site",,7/29/2007 0:00:00,"3","Shrubs",0.56,
"Pigeon","S",2007,"Site",,7/28/2007 0:00:00,"3","Litter/Moss/Lichen",56.67,
"Scatter","S",2007,"Site",,6/12/2007 0:00:00,"1","Forbs",8.92,
"Scatter","S",2007,"Site",,6/12/2007 0:00:00,"1","Graminoids",61.70,
"Scatter","S",2007,"Site",,6/12/2007 0:00:00,"1","Shrubs",3.78,
"Scatter","S",2007,"Site",,6/12/2007 0:00:00,"1","Litter/Moss/Lichen",185.76,
"Scatter","S",2007,"Site",,6/21/2007 0:00:00,"2","Fern",0.47,
"Scatter","S",2007,"Site",,6/21/2007 0:00:00,"2","Forbs",4.44,
"Scatter","S",2007,"Site",,6/21/2007 0:00:00,"2","Graminoids",22.35,
"Scatter","S",2007,"Site",,6/21/2007 0:00:00,"2","Shrubs",0.04,
"Scatter","S",2007,"Site",,6/21/2007 0:00:00,"2","Litter/Moss/Lichen",86.55,
"Scatter","S",2007,"Site",,6/15/2007 0:00:00,"3","Forbs",7.50,
"Scatter","S",2007,"Site",,6/15/2007 0:00:00,"3","Graminoids",28.25,
"Scatter","S",2007,"Site",,6/15/2007 0:00:00,"3","Shrubs",1.48,
"Scatter","S",2007,"Site",,6/15/2007 0:00:00,"3","Litter/Moss/Lichen",123.44,
"Triangle","S",2007,"Site",,6/12/2007 0:00:00,"1","Forbs",14.98,
"Triangle","S",2007,"Site",,6/12/2007 0:00:00,"1","Graminoids",57.84,
"Triangle","S",2007,"Site",,6/12/2007 0:00:00,"1","Litter/Moss/Lichen",137.38,
"Triangle","S",2007,"Site",,6/12/2007 0:00:00,"2","Forbs",18.52,
"Triangle","S",2007,"Site",,6/12/2007 0:00:00,"2","Graminoids",52.22,
"Triangle","S",2007,"Site",,6/12/2007 0:00:00,"2","Litter/Moss/Lichen",154.10,
"Triangle","S",2007,"Site",,6/12/2007 0:00:00,"3","Forbs",18.20,
"Triangle","S",2007,"Site",,6/12/2007 0:00:00,"3","Graminoids",23.44,
"Triangle","S",2007,"Site",,6/12/2007 0:00:00,"3","Litter/Moss/Lichen",78.22,
"Weir","S",2007,"Site",,6/15/2007 0:00:00,"1","Forbs",0.81,
"Weir","S",2007,"Site",,6/15/2007 0:00:00,"1","Graminoids",18.94,
"Weir","S",2007,"Site",,6/15/2007 0:00:00,"1","Shrubs",0.01,
"Weir","S",2007,"Site",,6/15/2007 0:00:00,"1","Litter/Moss/Lichen",142.70,
"Weir","S",2007,"Site",,6/15/2007 0:00:00,"2","Forbs",8.55,
"Weir","S",2007,"Site",,6/15/2007 0:00:00,"2","Graminoids",8.13,
"Weir","S",2007,"Site",,6/15/2007 0:00:00,"2","Shrubs",0.01,
"Weir","S",2007,"Site",,6/15/2007 0:00:00,"2","Litter/Moss/Lichen",42.49,
"Weir","S",2007,"Site",,6/12/2007 0:00:00,"3","Forbs",8.86,
"Weir","S",2007,"Site",,6/12/2007 0:00:00,"3","Graminoids",26.84,
"Weir","S",2007,"Site",,6/12/2007 0:00:00,"3","Litter/Moss/Lichen",61.04,
"Bellfountain","S",2009,"Plot","BF-3",6/29/2009 0:00:00,"3","Forbs",7.31,3
"Bellfountain","S",2009,"Plot","BF-3",6/29/2009 0:00:00,"3","Shrubs",0.52,3
"Bellfountain","S",2009,"Plot","BF-6",6/29/2009 0:00:00,"6","Forbs",13.08,6
"Bellfountain","S",2009,"Plot","BF-8",6/29/2009 0:00:00,"8","Litter/Moss/Lichen",4.12,8
"Bellfountain","S",2009,"Plot","BF-10",6/29/2009 0:00:00,"10","Forbs",15.54,10
"Bellfountain","S",2009,"Plot","BF-10",6/29/2009 0:00:00,"10","Graminoids",0.69,10
"Bellfountain","S",2009,"Plot","BF-10",6/29/2009 0:00:00,"10","Litter/Moss/Lichen",1.61,10
"Bellfountain","S",2009,"Plot","BF-13",6/29/2009 0:00:00,"13","Graminoids",1.55,13
"Bellfountain","S",2009,"Plot","BF-15",6/29/2009 0:00:00,"15","Litter/Moss/Lichen",3.22,15
"Bellfountain","S",2009,"Plot","BF-17",6/29/2009 0:00:00,"17","Forbs",7.28,17
"Bellfountain","S",2009,"Plot","BF-17",6/29/2009 0:00:00,"17","Litter/Moss/Lichen",22.28,17
"Bellfountain","S",2009,"Plot","BF-18",6/29/2009 0:00:00,"18","Forbs",18.71,18
"Bellfountain","S",2009,"Plot","BF-20",6/29/2009 0:00:00,"20","Litter/Moss/Lichen",6.86,20
"Bellfountain","S",2009,"Plot","BF-23",6/29/2009 0:00:00,"23","Forbs",12.43,23
"Bellfountain","S",2009,"Plot","BF-24",6/29/2009 0:00:00,"24","Forbs",15.81,24
"Bellfountain","S",2009,"Plot","BF-24",6/29/2009 0:00:00,"24","Litter/Moss/Lichen",12.96,24
"Bellfountain","S",2009,"Plot","BF-26",6/29/2009 0:00:00,"26","Forbs",9.29,26
"Bellfountain","S",2009,"Plot","BF-33",6/29/2009 0:00:00,"33","Graminoids",12.39,33
"Bellfountain","S",2009,"Plot","BF-33",6/29/2009 0:00:00,"33","Litter/Moss/Lichen",18.12,33
"Bellfountain","S",2009,"Plot","BF-35",6/29/2009 0:00:00,"35","Graminoids",8.62,35
"Bellfountain","S",2009,"Plot","BF-35",6/29/2009 0:00:00,"35","Litter/Moss/Lichen",15.41,35
"Bellfountain","S",2009,"Plot","BF-37",6/29/2009 0:00:00,"37","Litter/Moss/Lichen",9.59,37
"Bellfountain","S",2009,"Plot","BF-40",6/29/2009 0:00:00,"40","Litter/Moss/Lichen",22.92,40
"Glacial","S",2009,"Plot","GH-1",6/19/2009 0:00:00,"1","Forbs",6.71,1
"Glacial","S",2009,"Plot","GH-1",6/19/2009 0:00:00,"1","Graminoids",2.87,1
"Glacial","S",2009,"Plot","GH-1",6/19/2009 0:00:00,"1","Litter/Moss/Lichen",16.43,1
"Glacial","S",2009,"Plot","GH-2",6/19/2009 0:00:00,"2","Forbs",6.56,2
"Glacial","S",2009,"Plot","GH-2",6/19/2009 0:00:00,"2","Graminoids",2.48,2
"Glacial","S",2009,"Plot","GH-2",6/19/2009 0:00:00,"2","Litter/Moss/Lichen",31.95,2
"Glacial","S",2009,"Plot","GH-2",6/19/2009 0:00:00,"2","Shrubs",0.08,2
"Glacial","S",2009,"Plot","GH-3",6/19/2009 0:00:00,"3","Forbs",4.58,3
"Glacial","S",2009,"Plot","GH-3",6/19/2009 0:00:00,"3","Graminoids",10.37,3
"Glacial","S",2009,"Plot","GH-3",6/19/2009 0:00:00,"3","Litter/Moss/Lichen",27.56,3
"Glacial","S",2009,"Plot","GH-4",6/19/2009 0:00:00,"4","Forbs",0.41,4
"Glacial","S",2009,"Plot","GH-4",6/19/2009 0:00:00,"4","Graminoids",6.41,4
"Glacial","S",2009,"Plot","GH-4",6/19/2009 0:00:00,"4","Litter/Moss/Lichen",12.28,4
"Glacial","S",2009,"Plot","GH-5",6/19/2009 0:00:00,"5","Forbs",5.31,5
"Glacial","S",2009,"Plot","GH-5",6/19/2009 0:00:00,"5","Graminoids",8.10,5
"Glacial","S",2009,"Plot","GH-5",6/19/2009 0:00:00,"5","Litter/Moss/Lichen",13.34,5
"Glacial","S",2009,"Plot","GH-6",6/19/2009 0:00:00,"6","Forbs",3.78,6
"Glacial","S",2009,"Plot","GH-6",6/19/2009 0:00:00,"6","Graminoids",2.65,6
"Glacial","S",2009,"Plot","GH-6",6/19/2009 0:00:00,"6","Litter/Moss/Lichen",4.72,6
"Glacial","S",2009,"Plot","GH-7",6/19/2009 0:00:00,"7","Forbs",6.01,7
"Glacial","S",2009,"Plot","GH-7",6/19/2009 0:00:00,"7","Graminoids",0.08,7
"Glacial","S",2009,"Plot","GH-7",6/19/2009 0:00:00,"7","Litter/Moss/Lichen",11.92,7
"Glacial","S",2009,"Plot","GH-8",6/19/2009 0:00:00,"8","Forbs",5.74,8
"Glacial","S",2009,"Plot","GH-8",6/19/2009 0:00:00,"8","Graminoids",0.76,8
"Glacial","S",2009,"Plot","GH-8",6/19/2009 0:00:00,"8","Litter/Moss/Lichen",82.91,8
"Glacial","S",2009,"Plot","GH-9",6/19/2009 0:00:00,"9","Forbs",0.88,9
"Glacial","S",2009,"Plot","GH-9",6/19/2009 0:00:00,"9","Graminoids",4.69,9
"Glacial","S",2009,"Plot","GH-9",6/19/2009 0:00:00,"9","Litter/Moss/Lichen",42.20,9
"Glacial","S",2009,"Plot","GH-10",6/19/2009 0:00:00,"10","Forbs",2.39,10
"Glacial","S",2009,"Plot","GH-10",6/19/2009 0:00:00,"10","Graminoids",4.95,10
"Glacial","S",2009,"Plot","GH-10",6/19/2009 0:00:00,"10","Litter/Moss/Lichen",4.21,10
"Glacial","S",2009,"Plot","GH-11",6/19/2009 0:00:00,"11","Forbs",2.81,11
"Glacial","S",2009,"Plot","GH-11",6/19/2009 0:00:00,"11","Graminoids",3.72,11
"Glacial","S",2009,"Plot","GH-11",6/19/2009 0:00:00,"11","Litter/Moss/Lichen",1.58,11
"Glacial","S",2009,"Plot","GH-12",6/19/2009 0:00:00,"12","Forbs",2.41,12
"Glacial","S",2009,"Plot","GH-12",6/19/2009 0:00:00,"12","Graminoids",13.31,12
"Glacial","S",2009,"Plot","GH-12",6/19/2009 0:00:00,"12","Litter/Moss/Lichen",1.15,12
"Glacial","S",2009,"Plot","GH-13",6/19/2009 0:00:00,"13","Forbs",4.02,13
"Glacial","S",2009,"Plot","GH-13",6/19/2009 0:00:00,"13","Graminoids",1.01,13
"Glacial","S",2009,"Plot","GH-13",6/19/2009 0:00:00,"13","Litter/Moss/Lichen",2.31,13
"Glacial","S",2009,"Plot","GH-14",6/19/2009 0:00:00,"14","Forbs",3.88,14
"Glacial","S",2009,"Plot","GH-14",6/19/2009 0:00:00,"14","Graminoids",3.02,14
"Glacial","S",2009,"Plot","GH-14",6/19/2009 0:00:00,"14","Litter/Moss/Lichen",35.22,14
"Glacial","S",2009,"Plot","GH-15",6/19/2009 0:00:00,"15","Forbs",3.71,15
"Glacial","S",2009,"Plot","GH-15",6/19/2009 0:00:00,"15","Graminoids",5.87,15
"Glacial","S",2009,"Plot","GH-15",6/19/2009 0:00:00,"15","Litter/Moss/Lichen",44.88,15
"Glacial","S",2009,"Plot","GH-16",6/19/2009 0:00:00,"16","Forbs",2.77,16
"Glacial","S",2009,"Plot","GH-16",6/19/2009 0:00:00,"16","Graminoids",13.12,16
"Glacial","S",2009,"Plot","GH-16",6/19/2009 0:00:00,"16","Litter/Moss/Lichen",0.92,16
"Glacial","S",2009,"Plot","GH-17",6/19/2009 0:00:00,"17","Forbs",4.22,17
"Glacial","S",2009,"Plot","GH-17",6/19/2009 0:00:00,"17","Graminoids",5.94,17
"Glacial","S",2009,"Plot","GH-17",6/19/2009 0:00:00,"17","Litter/Moss/Lichen",28.43,17
"Glacial","S",2009,"Plot","GH-18",6/19/2009 0:00:00,"18","Forbs",0.38,18
"Glacial","S",2009,"Plot","GH-18",6/19/2009 0:00:00,"18","Graminoids",5.91,18
"Glacial","S",2009,"Plot","GH-18",6/19/2009 0:00:00,"18","Litter/Moss/Lichen",46.09,18
"Glacial","S",2009,"Plot","GH-19",6/19/2009 0:00:00,"19","Forbs",2.57,19
"Glacial","S",2009,"Plot","GH-19",6/19/2009 0:00:00,"19","Graminoids",11.21,19
"Glacial","S",2009,"Plot","GH-19",6/19/2009 0:00:00,"19","Litter/Moss/Lichen",29.01,19
"Glacial","S",2009,"Plot","GH-20",6/19/2009 0:00:00,"20","Forbs",2.91,20
"Glacial","S",2009,"Plot","GH-20",6/19/2009 0:00:00,"20","Graminoids",6.01,20
"Glacial","S",2009,"Plot","GH-20",6/19/2009 0:00:00,"20","Litter/Moss/Lichen",53.18,20
"Pigeon","S",2009,"Plot","PB-6",7/1/2009 0:00:00,"6","Graminoids",3.40,6
"Pigeon","S",2009,"Plot","PB-17",7/1/2009 0:00:00,"17","Forbs",24.15,17
"Pigeon","S",2009,"Plot","PB-17",7/1/2009 0:00:00,"17","Shrubs",3.35,17
"Pigeon","S",2009,"Plot","PB-24",7/1/2009 0:00:00,"24","Forbs",20.23,24
"Pigeon","S",2009,"Plot","PB-27",7/1/2009 0:00:00,"27","Forbs",17.48,27
"Pigeon","S",2009,"Plot","PB-28",7/1/2009 0:00:00,"28","Forbs",11.51,28
"Pigeon","S",2009,"Plot","PB-35",7/1/2009 0:00:00,"35","Forbs",4.11,35
"Pigeon","S",2009,"Plot","PB-35",7/1/2009 0:00:00,"35","Litter/Moss/Lichen",0.54,35
"Pigeon","S",2009,"Plot","PB-39",7/1/2009 0:00:00,"39","Forbs",8.62,39
"Pigeon","S",2009,"Plot","PB-42",7/1/2009 0:00:00,"42","Graminoids",8.52,42
"Pigeon","S",2009,"Plot","PB-43",7/1/2009 0:00:00,"43","Litter/Moss/Lichen",2.27,43
"Pigeon","S",2009,"Plot","PB-44",7/1/2009 0:00:00,"44","Forbs",8.30,44
"Pigeon","S",2009,"Plot","PB-44",7/1/2009 0:00:00,"44","Shrubs",0.45,44
"Pigeon","S",2009,"Plot","PB-45",7/1/2009 0:00:00,"45","Shrubs",9.38,45
"Pigeon","S",2009,"Plot","PB-46",7/1/2009 0:00:00,"46","Graminoids",9.26,46
"Triangle","S",2009,"Plot","TR-1",6/18/2009 0:00:00,"1","Forbs",19.12,1
"Triangle","S",2009,"Plot","TR-1",6/18/2009 0:00:00,"1","Graminoids",18.33,1
"Triangle","S",2009,"Plot","TR-1",6/18/2009 0:00:00,"1","Litter/Moss/Lichen",22.29,1
"Triangle","S",2009,"Plot","TR-1",6/18/2009 0:00:00,"1","Shrubs",1.08,1
"Triangle","S",2009,"Plot","TR-2",6/18/2009 0:00:00,"2","Forbs",6.81,2
"Triangle","S",2009,"Plot","TR-2",6/18/2009 0:00:00,"2","Graminoids",21.95,2
"Triangle","S",2009,"Plot","TR-2",6/18/2009 0:00:00,"2","Litter/Moss/Lichen",25.30,2
"Triangle","S",2009,"Plot","TR-3",6/18/2009 0:00:00,"3","Forbs",13.80,3
"Triangle","S",2009,"Plot","TR-3",6/18/2009 0:00:00,"3","Graminoids",8.15,3
"Triangle","S",2009,"Plot","TR-3",6/18/2009 0:00:00,"3","Litter/Moss/Lichen",18.65,3
"Triangle","S",2009,"Plot","TR-4",6/18/2009 0:00:00,"4","Forbs",19.37,4
"Triangle","S",2009,"Plot","TR-4",6/18/2009 0:00:00,"4","Graminoids",2.02,4
"Triangle","S",2009,"Plot","TR-4",6/18/2009 0:00:00,"4","Litter/Moss/Lichen",0.28,4
"Triangle","S",2009,"Plot","TR-5",6/18/2009 0:00:00,"5","Forbs",12.34,5
"Triangle","S",2009,"Plot","TR-5",6/18/2009 0:00:00,"5","Graminoids",13.90,5
"Triangle","S",2009,"Plot","TR-5",6/18/2009 0:00:00,"5","Litter/Moss/Lichen",21.93,5
"Triangle","S",2009,"Plot","TR-6",6/18/2009 0:00:00,"6","Forbs",7.95,6
"Triangle","S",2009,"Plot","TR-6",6/18/2009 0:00:00,"6","Graminoids",5.49,6
"Triangle","S",2009,"Plot","TR-6",6/18/2009 0:00:00,"6","Litter/Moss/Lichen",0.59,6
