"Site","PlotID","Year","Plot .","LightAbove","LightGround","LightInterception"
"Morgan","MP-4",2007,4.00,1404.00,661.50,52.83
"Morgan","MP-4",2008,4.00,493.00,303.00,38.57
"Morgan","MP-4",2009,4.00,1815.50,715.75,60.46
"Morgan","MP-5",2006,5.00,1007.66,829.33,17.64
"Morgan","MP-5",2007,5.00,1379.25,1068.00,22.44
"Morgan","MP-5",2008,5.00,492.50,350.50,28.65
"Morgan","MP-5",2009,5.00,1808.50,1076.00,40.48
"Morgan","MP-6",2006,6.00,706.66,901.33,-135.15
"Morgan","MP-6",2007,6.00,1377.00,1179.25,14.16
"Morgan","MP-6",2008,6.00,490.00,393.25,19.66
"Morgan","MP-6",2009,6.00,1777.75,1243.75,29.92
"Morgan","MP-7",2006,7.00,1243.33,1080.00,13.15
"Morgan","MP-7",2007,7.00,1370.50,1087.50,20.83
"Morgan","MP-7",2008,7.00,494.25,398.50,19.42
"Morgan","MP-7",2009,7.00,1804.25,1394.25,22.68
"Morgan","MP-8",2006,8.00,1433.33,629.33,56.03
"Morgan","MP-8",2007,8.00,1354.00,1299.25,4.08
"Morgan","MP-8",2008,8.00,497.50,362.50,27.11
"Morgan","MP-8",2009,8.00,1781.25,1519.25,14.91
"Morgan","MP-9",2006,9.00,1179.33,1117.66,5.33
"Morgan","MP-9",2007,9.00,1340.00,1095.75,18.03
"Morgan","MP-9",2008,9.00,489.25,387.50,20.66
"Morgan","MP-9",2009,9.00,1772.50,1270.75,28.46
"Morgan","MPL-1",2008,99.00,487.00,426.00,12.52
"Morgan","MPL-10",2008,99.00,490.00,389.00,20.61
"Morgan","MPL-11",2008,99.00,483.00,464.00,3.93
"Morgan","MPL-12",2008,99.00,488.00,478.00,2.04
"Morgan","MPL-13",2008,99.00,488.00,404.00,17.21
"Morgan","MPL-14",2008,99.00,489.00,234.00,52.14
"Morgan","MPL-15",2008,99.00,490.00,337.00,31.22
"Morgan","MPL-16",2008,99.00,480.00,451.00,6.04
"Morgan","MPL-17",2008,99.00,482.00,402.00,16.59
"Morgan","MPL-18",2008,99.00,484.00,394.00,18.59
"Morgan","MPL-19",2008,99.00,485.00,417.00,14.02
"Morgan","MPL-2",2008,99.00,490.00,436.00,11.02
"Morgan","MPL-20",2008,99.00,488.00,370.00,24.18
"Morgan","MPL-3",2008,99.00,486.00,315.00,35.18
"Morgan","MPL-4",2008,99.00,490.00,303.00,38.16
"Morgan","MPL-5",2008,99.00,484.00,233.00,51.85
"Morgan","MPL-6",2008,99.00,485.00,445.00,8.24
"Morgan","MPL-7",2008,99.00,489.00,444.00,9.20
"Morgan","MPL-8",2008,99.00,490.00,385.00,21.42
"Morgan","MPL-9",2008,99.00,495.00,385.00,22.22
"Pigeon","PB-12",2006,12.00,1199.33,538.00,54.65
"Pigeon","PB-12",2007,12.00,1357.50,44.25,96.93
"Pigeon","PB-12",2008,12.00,504.00,263.00,47.90
"Pigeon","PB-12",2009,12.00,1761.25,177.25,89.89
"Pigeon","PB-17",2006,17.00,1182.33,482.66,59.14
"Pigeon","PB-17",2007,17.00,1602.50,694.75,56.75
"Pigeon","PB-17",2008,17.00,508.25,229.25,54.86
"Pigeon","PB-17",2009,17.00,1846.25,644.00,64.78
"Pigeon","PB-18",2006,18.00,1219.00,943.33,22.66
"Pigeon","PB-18",2007,18.00,1598.25,781.75,51.25
"Pigeon","PB-18",2008,18.00,505.50,275.00,45.74
"Pigeon","PB-18",2009,18.00,1829.25,875.25,51.93
"Pigeon","PB-2",2006,2.00,1498.33,738.66,50.75
"Pigeon","PB-2",2007,2.00,1571.00,418.00,73.51
"Pigeon","PB-2",2008,2.00,511.50,382.25,25.32
"Pigeon","PB-2",2009,2.00,1825.25,832.75,54.71
"Pigeon","PB-24",2006,24.00,1279.00,433.66,66.06
"Pigeon","PB-24",2007,24.00,1580.00,187.50,88.15
"Pigeon","PB-24",2008,24.00,504.25,301.75,40.02
"Pigeon","PB-24",2009,24.00,1847.00,711.25,61.55
"Pigeon","PB-26",2006,26.00,1335.66,636.33,52.54
"Pigeon","PB-26",2007,26.00,1592.25,577.25,63.91
"Pigeon","PB-26",2008,26.00,507.75,205.00,59.62
"Pigeon","PB-26",2009,26.00,1847.50,445.50,75.76
"Pigeon","PB-27",2006,27.00,1305.33,642.33,51.11
"Pigeon","PB-27",2007,27.00,1574.75,725.00,53.75
"Pigeon","PB-27",2008,27.00,505.75,255.75,49.40
"Pigeon","PB-27",2009,27.00,1879.00,621.50,66.79
"Pigeon","PB-28",2006,28.00,1186.33,600.66,49.30
"Pigeon","PB-28",2007,28.00,1595.75,354.75,77.77
"Pigeon","PB-28",2008,28.00,504.75,281.00,44.31
"Pigeon","PB-28",2009,28.00,1885.75,710.75,62.46
"Pigeon","PB-3",2006,3.00,1500.00,689.00,54.05
"Pigeon","PB-3",2007,3.00,1573.00,255.00,83.80
"Pigeon","PB-3",2008,3.00,512.25,354.75,30.89
"Pigeon","PB-3",2009,3.00,1815.00,578.50,68.29
"Pigeon","PB-32",2006,32.00,1179.00,169.33,85.72
"Pigeon","PB-32",2007,32.00,1560.75,112.00,92.85
"Pigeon","PB-32",2008,32.00,380.00,190.75,45.97
"Pigeon","PB-32",2009,32.00,1893.00,470.50,75.16
"Pigeon","PB-35",2006,35.00,1323.66,560.66,57.63
"Pigeon","PB-35",2007,35.00,1617.75,605.25,62.63
"Pigeon","PB-35",2008,35.00,504.75,261.75,48.08
"Pigeon","PB-35",2009,35.00,1895.00,880.25,53.40
"Pigeon","PB-39",2006,39.00,1070.33,555.00,48.15
"Pigeon","PB-39",2007,39.00,1214.50,546.75,57.61
"Pigeon","PB-39",2008,39.00,383.75,212.25,44.88
"Pigeon","PB-39",2009,39.00,535.50,268.25,58.84
"Pigeon","PB-42",2006,42.00,1485.66,270.00,81.85
"Pigeon","PB-42",2007,42.00,1559.25,83.25,94.66
"Pigeon","PB-42",2008,42.00,502.75,278.75,44.55
"Pigeon","PB-42",2009,42.00,1908.75,512.75,73.11
"Pigeon","PB-43",2006,43.00,1506.33,502.00,66.62
"Pigeon","PB-43",2007,43.00,1581.75,118.75,92.45
"Pigeon","PB-43",2008,43.00,503.75,255.75,49.14
"Pigeon","PB-43",2009,43.00,1911.75,498.50,73.98
"Pigeon","PB-44",2006,44.00,1460.00,581.33,60.01
"Pigeon","PB-44",2007,44.00,1590.00,41.75,97.39
"Pigeon","PB-44",2008,44.00,504.25,251.25,49.89
"Pigeon","PB-44",2009,44.00,1904.25,323.50,83.09
"Pigeon","PB-45",2006,45.00,1432.33,870.00,39.18
"Pigeon","PB-45",2007,45.00,1611.75,513.00,68.20
"Pigeon","PB-45",2008,45.00,504.50,359.00,29.01
"Pigeon","PB-45",2009,45.00,1941.25,1069.00,44.91
"Pigeon","PB-46",2006,46.00,1397.00,791.00,43.49
"Pigeon","PB-46",2007,46.00,1593.75,354.00,77.89
"Pigeon","PB-46",2008,46.00,505.50,337.00,33.32
"Pigeon","PB-46",2009,46.00,1932.00,709.00,63.31
"Pigeon","PB-5",2006,5.00,1487.00,924.33,37.58
"Pigeon","PB-5",2007,5.00,1574.00,112.00,92.88
"Pigeon","PB-5",2008,5.00,513.25,175.25,65.76
"Pigeon","PB-5",2009,5.00,1787.25,351.75,80.28
"Pigeon","PB-6",2006,6.00,1299.33,498.00,61.69
"Pigeon","PB-6",2007,6.00,1581.25,403.75,74.36
"Pigeon","PB-6",2008,6.00,509.25,193.75,61.81
"Pigeon","PB-6",2009,6.00,1817.75,531.75,70.91
"Pigeon","PB-9",2006,9.00,1252.00,578.33,53.82
"Pigeon","PB-9",2007,9.00,1193.50,352.00,69.56
"Pigeon","PB-9",2008,9.00,428.00,224.00,48.16
"Pigeon","PB-9",2009,9.00,1473.75,389.75,77.43
"Scatter","SC-1",2006,1.00,1411.50,968.25,31.43
"Scatter","SC-1",2007,1.00,1530.75,1368.00,10.62
"Scatter","SC-1",2008,1.00,442.75,276.00,37.17
"Scatter","SC-1",2009,1.00,1921.75,1432.00,25.23
"Scatter","SC-10",2006,10.00,1441.00,1097.25,24.08
"Scatter","SC-10",2007,10.00,1372.50,834.50,39.15
"Scatter","SC-10",2008,10.00,438.50,259.25,41.08
"Scatter","SC-10",2009,10.00,1848.25,1098.25,40.45
"Scatter","SC-11",2006,11.00,1421.25,1146.75,19.41
"Scatter","SC-11",2007,11.00,1415.25,1084.50,23.27
"Scatter","SC-11",2008,11.00,437.00,232.50,47.01
"Scatter","SC-11",2009,11.00,1835.00,782.50,57.41
"Scatter","SC-12",2006,12.00,1440.75,578.50,59.80
"Scatter","SC-12",2007,12.00,1372.25,441.25,67.95
"Scatter","SC-12",2008,12.00,443.25,171.00,61.43
"Scatter","SC-12",2009,12.00,1834.75,894.75,51.34
"Scatter","SC-13",2006,13.00,1348.75,446.00,66.95
"Scatter","SC-13",2007,13.00,1323.25,182.00,86.27
"Scatter","SC-13",2008,13.00,441.00,103.50,76.49
"Scatter","SC-13",2009,13.00,1824.00,569.75,68.79
"Scatter","SC-14",2006,14.00,1349.50,601.25,55.47
"Scatter","SC-14",2007,14.00,1318.00,1129.25,14.54
"Scatter","SC-14",2008,14.00,448.75,205.75,54.20
"Scatter","SC-14",2009,14.00,1813.75,1381.75,23.80
"Scatter","SC-15",2006,15.00,1340.00,992.25,25.96
"Scatter","SC-15",2007,15.00,1307.75,778.50,41.28
"Scatter","SC-15",2008,15.00,447.25,166.25,62.90
"Scatter","SC-15",2009,15.00,1831.00,659.50,64.06
"Scatter","SC-16",2006,16.00,1362.25,857.00,36.97
"Scatter","SC-16",2007,16.00,1276.50,795.50,37.71
"Scatter","SC-16",2008,16.00,448.25,211.25,52.93
"Scatter","SC-16",2009,16.00,1843.50,778.25,57.74
"Scatter","SC-17",2006,17.00,1361.25,583.75,57.05
"Scatter","SC-17",2007,17.00,1271.50,1051.25,16.97
"Scatter","SC-17",2008,17.00,449.00,256.50,43.08
"Scatter","SC-17",2009,17.00,1856.00,1497.00,19.51
"Scatter","SC-18",2006,18.00,1331.25,446.50,66.47
"Scatter","SC-18",2007,18.00,1159.25,85.50,92.69
"Scatter","SC-18",2008,18.00,451.75,93.50,79.30
"Scatter","SC-18",2009,18.00,1842.50,582.50,68.60
"Scatter","SC-19",2006,19.00,1345.00,883.75,34.23
"Scatter","SC-19",2007,19.00,1169.00,681.25,41.55
"Scatter","SC-19",2008,19.00,454.50,248.25,45.40
"Scatter","SC-19",2009,19.00,1840.00,1005.25,45.49
"Scatter","SC-2",2006,2.00,1407.00,646.75,53.99
"Scatter","SC-2",2007,2.00,1492.50,1230.00,17.49
"Scatter","SC-2",2008,2.00,437.25,237.00,45.64
"Scatter","SC-2",2009,2.00,1916.00,1594.25,16.82
"Scatter","SC-20",2006,20.00,1326.50,600.00,54.58
"Scatter","SC-20",2007,20.00,1174.25,166.25,85.73
"Scatter","SC-20",2008,20.00,450.00,113.75,74.85
"Scatter","SC-20",2009,20.00,1841.25,529.25,71.36
"Scatter","SC-3",2006,3.00,1442.00,490.25,65.89
"Scatter","SC-3",2007,3.00,1476.25,1201.25,18.56
"Scatter","SC-3",2008,3.00,432.25,199.75,53.69
"Scatter","SC-3",2009,3.00,1920.75,1404.75,26.71
"Scatter","SC-4",2006,4.00,1398.50,818.75,41.05
"Scatter","SC-4",2007,4.00,1471.25,1261.00,14.24
"Scatter","SC-4",2008,4.00,434.50,218.50,49.90
"Scatter","SC-4",2009,4.00,1910.25,1357.25,29.01
"Scatter","SC-5",2006,5.00,1404.25,1154.75,17.80
"Scatter","SC-5",2007,5.00,1440.25,1037.25,28.31
"Scatter","SC-5",2008,5.00,439.50,247.50,43.59
"Scatter","SC-5",2009,5.00,1925.50,992.50,48.54
"Scatter","SC-6",2006,6.00,1413.00,963.00,31.64
"Scatter","SC-6",2007,6.00,1446.00,1108.25,23.50
"Scatter","SC-6",2008,6.00,441.25,267.00,39.47
"Scatter","SC-6",2009,6.00,1898.00,1096.00,42.41
"Scatter","SC-7",2006,7.00,1426.25,736.75,48.17
"Scatter","SC-7",2007,7.00,1437.25,1212.75,15.51
"Scatter","SC-7",2008,7.00,436.25,220.75,49.30
"Scatter","SC-7",2009,7.00,1913.25,1483.75,22.42
"Scatter","SC-8",2006,8.00,1448.25,680.75,53.12
"Scatter","SC-8",2007,8.00,1424.25,1213.25,14.85
"Scatter","SC-8",2008,8.00,446.75,214.50,51.95
"Scatter","SC-8",2009,8.00,1910.00,1528.00,19.83
"Scatter","SC-9",2006,9.00,1421.50,914.75,35.70
"Scatter","SC-9",2007,9.00,1356.75,575.00,57.40
"Scatter","SC-9",2008,9.00,447.25,177.75,60.25
"Scatter","SC-9",2009,9.00,1807.25,743.75,58.86
"Triangle","TR-1",2006,1.00,1386.33,902.00,34.93
"Triangle","TR-1",2007,1.00,1515.50,908.50,40.00
"Triangle ","TR-1",2008,1.00,501.25,243.75,51.27
"Triangle","TR-1",2009,1.00,1756.75,837.25,52.59
"Triangle","TR-10",2006,10.00,1407.33,891.33,36.64
"Triangle","TR-10",2007,10.00,1530.50,1109.25,27.56
"Triangle ","TR-10",2008,10.00,509.50,372.50,26.87
"Triangle","TR-10",2009,10.00,1804.75,1053.25,41.81
"Triangle","TR-11",2006,11.00,1408.66,363.33,74.11
"Triangle","TR-11",2007,11.00,1384.25,913.00,34.38
"Triangle ","TR-11",2008,11.00,531.75,251.75,52.53
"Triangle","TR-11",2009,11.00,1802.50,1174.00,34.87
"Triangle","TR-12",2006,12.00,1412.00,549.33,60.99
"Triangle","TR-12",2007,12.00,1302.75,398.50,68.97
"Triangle ","TR-12",2008,12.00,539.75,235.50,55.87
"Triangle","TR-12",2009,12.00,1806.25,780.50,56.95
"Triangle","TR-13",2006,13.00,1395.66,1046.00,24.98
"Triangle","TR-13",2007,13.00,1350.00,1127.25,16.18
"Triangle ","TR-13",2008,13.00,487.00,269.50,44.09
"Triangle","TR-13",2009,13.00,1841.00,879.50,52.16
"Triangle","TR-14",2006,14.00,1410.66,688.33,51.19
"Triangle","TR-14",2007,14.00,1379.25,1133.50,17.91
"Triangle ","TR-14",2008,14.00,438.25,264.50,39.83
"Triangle","TR-14",2009,14.00,1819.75,1290.25,29.14
"Triangle","TR-15",2006,15.00,1406.33,814.33,42.10
"Triangle","TR-15",2007,15.00,1448.50,977.25,32.79
"Triangle ","TR-15",2008,15.00,434.00,213.25,51.24
"Triangle","TR-15",2009,15.00,1818.00,1460.75,19.69
"Triangle","TR-16",2006,16.00,1417.66,488.00,65.61
"Triangle","TR-16",2007,16.00,1419.25,677.00,51.80
"Triangle ","TR-16",2008,16.00,527.25,239.75,53.45
"Triangle","TR-16",2009,16.00,1821.00,879.75,51.59
"Triangle","TR-17",2006,17.00,1408.00,1256.33,10.79
"Triangle","TR-17",2007,17.00,1431.75,1000.00,30.07
"Triangle ","TR-17",2008,17.00,501.75,297.00,40.88
"Triangle","TR-17",2009,17.00,1849.75,1315.25,28.68
"Triangle","TR-18",2006,18.00,1396.66,396.00,71.68
"Triangle","TR-18",2007,18.00,1354.75,641.50,53.30
"Triangle ","TR-18",2008,18.00,495.75,243.50,50.81
"Triangle","TR-18",2009,18.00,1854.25,760.50,58.78
"Triangle","TR-19",2006,19.00,1386.00,628.66,54.70
"Triangle","TR-19",2007,19.00,1284.50,915.00,29.25
"Triangle ","TR-19",2008,19.00,492.25,325.50,34.05
"Triangle","TR-19",2009,19.00,1855.75,1259.50,32.09
"Triangle","TR-2",2006,2.00,1410.33,286.33,79.55
"Triangle","TR-2",2007,2.00,1535.25,762.00,50.33
"Triangle ","TR-2",2008,2.00,503.00,175.75,65.18
"Triangle","TR-2",2009,2.00,1774.50,473.25,73.31
"Triangle","TR-20",2006,20.00,1400.00,212.00,84.83
"Triangle","TR-20",2007,20.00,1271.50,845.50,32.06
"Triangle ","TR-20",2008,20.00,482.75,200.25,58.58
"Triangle","TR-20",2009,20.00,1861.25,781.00,57.86
"Triangle","TR-3",2006,3.00,1400.66,965.66,31.13
"Triangle","TR-3",2007,3.00,1558.00,868.00,44.48
"Triangle ","TR-3",2008,3.00,503.00,265.75,47.37
"Triangle","TR-3",2009,3.00,1782.75,745.00,58.58
"Triangle","TR-4",2006,4.00,1419.00,1134.33,20.12
"Triangle","TR-4",2007,4.00,1560.25,1067.50,31.89
"Triangle ","TR-4",2008,4.00,496.00,179.25,64.03
"Triangle","TR-4",2009,4.00,1783.75,804.00,54.79
"Triangle","TR-5",2006,5.00,1409.00,866.00,38.58
"Triangle","TR-5",2007,5.00,1557.75,895.00,42.34
"Triangle ","TR-5",2008,5.00,496.25,253.25,49.04
"Triangle","TR-5",2009,5.00,1800.25,651.75,63.70
"Triangle","TR-6",2006,6.00,1424.33,543.66,61.82
"Triangle","TR-6",2007,6.00,1562.50,1340.50,14.07
"Triangle ","TR-6",2008,6.00,494.00,288.00,41.27
"Triangle","TR-6",2009,6.00,1791.75,1482.00,17.35
"Triangle","TR-7",2006,7.00,1413.66,1100.00,22.19
"Triangle","TR-7",2007,7.00,1549.50,927.00,40.29
"Triangle ","TR-7",2008,7.00,494.25,248.50,49.42
"Triangle","TR-7",2009,7.00,1796.75,995.75,44.78
"Triangle","TR-8",2006,8.00,1403.33,566.66,59.62
"Triangle","TR-8",2007,8.00,1536.00,1149.25,25.26
"Triangle ","TR-8",2008,8.00,485.25,248.50,48.58
"Triangle","TR-8",2009,8.00,1788.25,1186.75,33.52
"Triangle","TR-9",2006,9.00,1413.66,1030.33,27.11
"Triangle","TR-9",2007,9.00,1524.25,1371.50,9.99
"Triangle ","TR-9",2008,9.00,504.25,402.00,20.21
"Triangle","TR-9",2009,9.00,1806.75,1393.75,22.69
"Triangle ","TRL-1",2008,99.00,490.00,234.00,52.24
"Triangle ","TRL-10",2008,99.00,485.00,242.00,50.10
"Triangle ","TRL-11",2008,99.00,482.00,117.00,75.72
"Triangle ","TRL-12",2008,99.00,470.00,56.00,88.08
"Triangle ","TRL-13",2008,99.00,415.00,67.00,83.85
"Triangle ","TRL-14",2008,99.00,489.00,133.00,72.80
"Triangle ","TRL-15",2008,99.00,434.00,221.00,49.07
"Triangle ","TRL-16",2008,99.00,432.00,104.00,75.92
"Triangle ","TRL-17",2008,99.00,482.00,114.00,76.34
"Triangle ","TRL-18",2008,99.00,505.00,78.00,84.55
"Triangle ","TRL-19",2008,99.00,416.00,110.00,73.55
"Triangle ","TRL-2",2008,99.00,479.00,138.00,71.18
"Triangle ","TRL-20",2008,99.00,416.00,243.00,41.58
"Triangle ","TRL-3",2008,99.00,468.00,43.00,90.81
"Triangle ","TRL-4",2008,99.00,482.00,14.00,97.09
"Triangle ","TRL-5",2008,99.00,489.00,70.00,85.68
"Triangle ","TRL-6",2008,99.00,485.00,55.00,88.65
"Triangle ","TRL-7",2008,99.00,481.00,245.00,49.06
"Triangle ","TRL-8",2008,99.00,490.00,175.00,64.28
"Triangle ","TRL-9",2008,99.00,497.00,54.00,89.13
"Weir","SW-1",2006,1.00,1470.00,954.33,35.00
"Weir","SW-1",2007,1.00,1597.25,1389.75,12.95
"Weir","SW-1",2008,1.00,468.25,279.25,40.50
"Weir","SW-1",2009,1.00,1837.75,1479.50,19.58
"Weir","SW-10",2006,10.00,1355.33,323.00,78.17
"Weir","SW-10",2007,10.00,1367.50,506.25,63.26
"Weir","SW-10",2008,10.00,474.00,265.50,44.14
"Weir","SW-10",2009,10.00,2090.75,1250.25,40.21
"Weir","SW-11",2006,11.00,1521.33,1219.00,19.81
"Weir","SW-11",2007,11.00,1359.50,1207.25,10.71
"Weir","SW-11",2008,11.00,476.25,410.75,13.51
"Weir","SW-11",2009,11.00,2102.75,1852.25,12.02
"Weir","SW-12",2006,12.00,1494.00,1111.66,25.41
"Weir","SW-12",2007,12.00,1286.00,1004.50,22.00
"Weir","SW-12",2008,12.00,474.50,352.75,25.72
"Weir","SW-12",2009,12.00,1979.25,1680.00,15.00
"Weir","SW-13",2006,13.00,1167.00,682.33,41.26
"Weir","SW-13",2007,13.00,1339.50,1103.00,17.46
"Weir","SW-13",2008,13.00,480.50,381.00,20.73
"Weir","SW-13",2009,13.00,2007.75,1584.25,20.83
"Weir","SW-14",2006,14.00,1377.66,1082.33,24.28
"Weir","SW-14",2007,14.00,1362.75,1107.75,17.99
"Weir","SW-14",2008,14.00,480.50,396.00,17.69
"Weir","SW-14",2009,14.00,2017.00,1840.00,8.81
"Weir","SW-15",2006,15.00,1564.33,565.66,63.87
"Weir","SW-15",2007,15.00,1264.25,427.25,66.47
"Weir","SW-15",2008,15.00,481.00,272.25,43.82
"Weir","SW-15",2009,15.00,2070.50,1042.00,49.56
"Weir","SW-16",2006,16.00,1503.33,596.33,60.36
"Weir","SW-16",2007,16.00,1306.75,1009.50,22.60
"Weir","SW-16",2008,16.00,477.75,278.00,41.61
"Weir","SW-16",2009,16.00,2153.50,1686.50,21.57
"Weir","SW-17",2006,17.00,1499.00,1142.66,23.71
"Weir","SW-17",2007,17.00,1494.75,1150.00,23.10
"Weir","SW-17",2008,17.00,484.75,370.50,23.47
"Weir","SW-17",2009,17.00,2026.50,1891.75,6.66
"Weir","SW-18",2006,18.00,1502.00,717.33,52.34
"Weir","SW-18",2007,18.00,1409.50,1264.75,10.42
"Weir","SW-18",2008,18.00,482.50,329.25,31.75
"Weir","SW-18",2009,18.00,1777.00,1524.75,14.14
"Weir","SW-19",2006,19.00,1471.33,912.66,37.76
"Weir","SW-19",2007,19.00,1373.00,1088.50,20.34
"Weir","SW-19",2008,19.00,484.00,325.50,32.72
"Weir","SW-19",2009,19.00,2036.50,1668.50,18.01
"Weir","SW-2",2006,2.00,1413.00,1265.33,10.58
"Weir","SW-2",2007,2.00,1583.50,1282.50,19.14
"Weir","SW-2",2008,2.00,469.00,322.50,31.28
"Weir","SW-2",2009,2.00,1831.00,1431.75,22.14
"Weir","SW-20",2006,20.00,1507.00,1065.33,29.30
"Weir","SW-20",2007,20.00,1147.00,1100.50,4.08
"Weir","SW-20",2008,20.00,484.50,339.50,29.96
"Weir","SW-20",2009,20.00,2018.25,1707.00,15.49
"Weir","SW-3",2006,3.00,1504.00,713.33,52.64
"Weir","SW-3",2007,3.00,1569.50,450.00,70.96
"Weir","SW-3",2008,3.00,469.25,348.00,25.61
"Weir","SW-3",2009,3.00,1868.00,1130.50,39.27
"Weir","SW-4",2006,4.00,1538.33,1007.66,34.45
"Weir","SW-4",2007,4.00,1552.25,967.00,37.86
"Weir","SW-4",2008,4.00,468.75,347.50,25.96
"Weir","SW-4",2009,4.00,1914.00,1320.50,31.05
"Weir","SW-5",2006,5.00,1526.66,521.00,65.82
"Weir","SW-5",2007,5.00,1628.25,264.50,83.96
"Weir","SW-5",2008,5.00,473.50,234.50,50.44
"Weir","SW-5",2009,5.00,1915.50,1099.25,42.66
"Weir","SW-6",2006,6.00,1520.00,1178.00,22.43
"Weir","SW-6",2007,6.00,1593.00,934.00,41.61
"Weir","SW-6",2008,6.00,469.75,283.25,39.63
"Weir","SW-6",2009,6.00,1933.75,1507.00,22.16
"Weir","SW-7",2006,7.00,1525.00,1454.66,4.64
"Weir","SW-7",2007,7.00,1551.50,1183.00,23.79
"Weir","SW-7",2008,7.00,473.25,342.75,27.45
"Weir","SW-7",2009,7.00,1968.25,1708.75,13.15
"Weir","SW-8",2006,8.00,1423.33,973.66,31.47
"Weir","SW-8",2007,8.00,1435.75,996.50,31.03
"Weir","SW-8",2008,8.00,469.75,315.25,32.95
"Weir","SW-8",2009,8.00,1969.50,1602.25,18.65
"Weir","SW-9",2006,9.00,1100.33,817.00,26.19
"Weir","SW-9",2007,9.00,1382.75,1037.25,24.85
"Weir","SW-9",2008,9.00,472.75,353.50,25.25
"Weir","SW-9",2009,9.00,2119.00,1547.00,26.99
"Weir","SWL-1",2008,99.00,410.00,235.00,42.68
"Weir","SWL-10",2008,99.00,448.00,305.00,31.91
"Weir","SWL-11",2008,99.00,465.00,313.00,32.68
"Weir","SWL-12",2008,99.00,451.00,230.00,49.00
"Weir","SWL-13",2008,99.00,447.00,342.00,23.48
"Weir","SWL-14",2008,99.00,451.00,342.00,24.16
"Weir","SWL-15",2008,99.00,453.00,375.00,17.21
"Weir","SWL-16",2008,99.00,454.00,383.00,15.63
"Weir","SWL-17",2008,99.00,453.00,275.00,39.29
"Weir","SWL-18",2008,99.00,463.00,150.00,67.60
"Weir","SWL-19",2008,99.00,465.00,332.00,28.60
"Weir","SWL-2",2008,99.00,423.00,157.00,62.88
"Weir","SWL-20",2008,99.00,464.00,371.00,20.04
"Weir","SWL-3",2008,99.00,428.00,165.00,61.44
"Weir","SWL-4",2008,99.00,423.00,160.00,62.17
"Weir","SWL-5",2008,99.00,425.00,175.00,58.82
"Weir","SWL-6",2008,99.00,448.00,271.00,39.50
"Weir","SWL-7",2008,99.00,446.00,288.00,35.42
"Weir","SWL-8",2008,99.00,445.00,353.00,20.67
"Weir","SWL-9",2008,99.00,447.00,215.00,51.90
